0.748528,0.727693,1
0.852503,0.642088,1
0.719464,0.672345,1
0.851192,0.742657,1
0.792248,0.835412,1
0.844116,0.829714,1
0.855699,0.789695,1
0.695908,0.720034,1
0.806550,0.775512,1
0.759232,0.719694,1
0.804789,0.821555,1
0.763365,0.855677,1
0.761172,0.829468,1
0.803844,0.795962,1
0.739206,0.662169,1
0.731448,0.829810,1
0.844621,0.665866,1
0.806099,0.791825,1
0.827501,0.787713,1
0.885125,0.779325,1
0.718826,0.756409,1
0.855764,0.748483,1
0.733870,0.790034,1
0.711643,0.765689,1
0.830108,0.775330,1
0.853801,0.798298,1
0.859684,0.723174,1
0.846488,0.841874,1
0.808438,0.781780,1
0.579288,0.760088,1
0.894079,0.752540,1
0.774079,0.767535,1
0.885327,0.802337,1
0.866415,0.844263,1
0.764980,0.782075,1
0.814757,0.764215,1
0.816391,0.781990,1
0.833167,0.766331,1
0.889881,0.725410,1
0.820420,0.775628,1
0.793456,0.798982,1
0.824106,0.867376,1
0.828699,0.858745,1
0.852706,0.754230,1
0.781376,0.762964,1
0.851962,0.827646,1
0.741523,0.728823,1
0.763831,0.824350,1
0.782402,0.676800,1
0.833470,0.751313,1
0.885504,0.739665,1
0.790282,0.747852,1
0.827928,0.785342,1
0.902227,0.607769,1
0.848662,0.880367,1
0.884358,0.717346,1
0.859120,0.740067,1
0.859702,0.741833,1
0.814180,0.739719,1
0.780691,0.652099,1
0.776136,0.875783,1
0.788633,0.736749,1
0.819836,0.781557,1
0.676404,0.775698,1
0.827256,0.839879,1
0.732543,0.756216,1
0.793087,0.743704,1
0.757997,0.749364,1
0.803193,0.781539,1
0.713317,0.806122,1
0.793788,0.719188,1
0.875992,0.734049,1
0.734615,0.881035,1
0.773578,0.658969,1
0.760593,0.795535,1
0.822586,0.774640,1
0.719093,0.677264,1
0.810878,0.906636,1
0.854646,0.820323,1
0.803661,0.836465,1
0.799742,0.822664,1
0.828530,0.661462,1
0.880990,0.730637,1
0.808553,0.842341,1
0.834160,0.662331,1
0.743280,0.793584,1
0.836081,0.849282,1
0.819577,0.710047,1
0.775730,0.655015,1
0.808571,0.791739,1
0.837594,0.818829,1
0.811842,0.698419,1
0.747282,0.685861,1
0.866956,0.736834,1
0.623799,0.765188,1
0.797741,0.783725,1
0.784304,0.636637,1
0.713569,0.817884,1
0.846270,0.724154,1
0.747786,0.722030,1
0.721722,0.727481,1
0.808428,0.822612,1
0.801094,0.734865,1
0.875983,0.883907,1
0.750154,0.799403,1
0.821510,0.748932,1
0.834948,0.781705,1
0.879346,0.677445,1
0.759697,0.729786,1
0.939133,0.776040,1
0.829334,0.740030,1
0.737292,0.828704,1
0.824634,0.773819,1
0.782222,0.807160,1
0.862617,0.826257,1
0.824181,0.826745,1
0.667475,0.813082,1
0.725283,0.693970,1
0.773685,0.679623,1
0.808148,0.761079,1
0.898538,0.771263,1
0.787984,0.659192,1
0.867292,0.714744,1
0.782054,0.835313,1
0.853465,0.830145,1
0.901622,0.793085,1
0.784693,0.692496,1
0.884469,0.785870,1
0.789618,0.817373,1
0.846920,0.663843,1
0.787776,0.832876,1
0.801123,0.699205,1
0.670337,0.810937,1
0.744185,0.830332,1
0.909779,0.761718,1
0.944451,0.815607,1
0.733143,0.723766,1
0.830726,0.832357,1
0.769924,0.763783,1
0.772789,0.730782,1
0.868378,0.873269,1
0.866836,0.733275,1
0.710387,0.826544,1
0.829243,0.803579,1
0.783150,0.707990,1
0.858705,0.855919,1
0.811094,0.748009,1
0.779603,0.667993,1
0.778484,0.726465,1
0.834167,0.819579,1
0.764963,0.811145,1
0.793979,0.751627,1
0.772459,0.892050,1
0.934930,0.760998,1
0.844753,0.771641,1
