0.579170,0.819156,1
0.674541,0.562297,1
0.735913,0.646515,1
0.895834,0.611533,1
0.773647,0.763013,1
0.959798,0.849001,1
0.714427,0.736342,1
0.551774,0.579824,1
0.724338,0.631891,1
0.663065,0.602501,1
0.884754,0.630843,1
0.772310,0.820444,1
0.560076,0.545478,1
0.773396,0.677998,1
0.813899,0.451417,1
0.630790,0.617837,1
0.701265,0.756954,1
0.662473,0.669737,1
0.783422,0.642221,1
0.536873,0.673176,1
0.731362,0.786692,1
0.729853,0.705144,1
0.706876,0.603886,1
0.677702,0.712825,1
0.720000,0.742922,1
0.737462,0.714548,1
0.661832,0.659256,1
0.718350,0.557770,1
0.663899,0.624611,1
0.723133,0.573474,1
0.735677,0.417847,1
0.563457,0.732435,1
0.744894,0.662700,1
0.756302,0.754700,1
0.597309,0.798304,1
0.706375,0.423714,1
0.625525,0.574807,1
0.683221,0.733978,1
0.709218,0.552285,1
0.616738,0.785182,1
0.615103,0.691417,1
0.533640,0.637106,1
0.804043,0.733306,1
0.674027,0.737372,1
0.797089,0.633514,1
0.671925,0.711060,1
0.610457,0.926077,1
0.627178,0.579083,1
0.739029,0.582950,1
0.725071,0.591819,1
0.518864,0.504500,1
0.647287,0.695186,1
0.725653,0.603535,1
0.709987,0.660446,1
0.714546,0.589416,1
0.551113,0.653544,1
0.741224,0.576087,1
0.694015,0.743211,1
0.635671,0.631424,1
0.633656,0.666115,1
0.789694,0.732453,1
0.764618,0.747119,1
0.551285,0.654410,1
0.677713,0.570152,1
0.773497,0.691771,1
0.733669,0.680108,1
0.810332,0.421739,1
0.821325,0.783635,1
0.618482,0.521828,1
0.491192,0.605669,1
0.647810,0.695903,1
0.575620,0.585483,1
0.590204,0.625936,1
0.681046,0.628160,1
0.577803,0.766890,1
0.687462,0.531865,1
0.787188,0.698694,1
0.542134,0.649358,1
0.608863,0.625318,1
0.799221,0.845708,1
0.610504,0.740754,1
0.535152,0.758808,1
0.632324,0.626400,1
0.752055,0.849596,1
0.746945,0.661095,1
0.700651,0.684294,1
0.756335,0.651505,1
0.681211,0.671659,1
0.697868,0.690849,1
0.844777,0.558188,1
0.581127,0.778086,1
0.707555,0.736518,1
0.635056,0.652928,1
0.700828,0.557178,1
0.646148,0.644340,1
0.706668,0.643429,1
0.718367,0.621792,1
0.696595,0.609187,1
0.507054,0.708059,1
0.674346,0.761722,1
0.642879,0.651516,1
0.624248,0.589077,1
0.750379,0.647975,1
0.765525,0.639468,1
0.743782,0.723384,1
0.577228,0.764926,1
0.589797,0.507352,1
0.844819,0.676622,1
0.681313,0.587961,1
0.741035,0.668239,1
0.695823,0.682540,1
0.625423,0.814118,1
0.631081,0.711050,1
0.605061,0.666799,1
0.699147,0.719127,1
0.778584,0.835074,1
0.621476,0.751739,1
