0.746636,0.736333,1
0.775273,0.566274,1
0.376447,0.449942,1
0.527154,0.529040,1
0.759191,0.502520,1
0.588251,0.416708,1
0.429025,0.703558,1
0.495166,0.701508,1
0.631579,0.736635,1
0.518395,0.549386,1
0.773419,0.246480,1
0.492525,0.604949,1
0.693979,0.548372,1
0.470396,0.567875,1
0.401416,0.890631,1
0.412286,0.522430,1
0.478206,0.675545,1
0.618180,0.311933,1
0.668295,0.544833,1
0.433596,0.560485,1
0.595616,0.699851,1
0.597728,0.468466,1
0.719628,0.568838,1
0.427054,0.689394,1
0.681620,0.451020,1
0.716382,0.774386,1
0.634084,0.617543,1
0.550366,0.428756,1
0.664660,0.425094,1
0.501425,0.417846,1
0.582759,0.373199,1
0.816780,0.558765,1
0.306404,0.314095,1
0.381043,0.374981,1
0.475580,0.448622,1
0.752652,0.534618,1
0.623619,0.556899,1
0.571849,0.445221,1
0.569473,0.503217,1
0.533574,0.439031,1
0.270504,0.510270,1
0.478937,0.553769,1
0.693818,0.564535,1
0.623026,0.540019,1
0.551315,0.463509,1
0.628928,0.454391,1
0.574180,0.794842,1
0.391199,0.443200,1
0.509419,0.567476,1
0.551052,0.211402,1
0.504517,0.493113,1
0.632421,0.712220,1
0.570421,0.479236,1
0.511936,0.218860,1
0.455167,0.580883,1
0.619180,0.496380,1
0.461353,0.841033,1
0.512064,0.684290,1
0.592304,0.519708,1
0.539841,0.545154,1
0.585913,0.580739,1
0.623674,0.578773,1
0.538924,0.524737,1
0.578504,0.323554,1
0.624263,0.365449,1
0.618827,0.493164,1
0.376135,0.592716,1
0.546186,0.345811,1
0.497421,0.598603,1
0.659257,0.323515,1
0.672340,0.447390,1
0.606168,0.629679,1
0.551285,0.473185,1
0.534746,0.735067,1
0.524039,0.428192,1
0.553503,0.702929,1
0.454400,0.635881,1
0.517133,0.468403,1
0.525523,0.503733,1
0.598347,0.327294,1
0.623181,0.563364,1
0.439429,0.481341,1
0.665553,0.338549,1
0.611526,0.480992,1
0.634338,0.517339,1
0.781037,0.522309,1
0.540833,0.554712,1
0.579531,0.393472,1
0.522885,0.555842,1
0.806948,0.637565,1
0.488692,0.711939,1
0.784843,0.344650,1
0.566283,0.377964,1
0.684204,0.625462,1
0.545134,0.498048,1
0.411247,0.623275,1
0.411020,0.351719,1
0.565909,0.454161,1
0.630253,0.715222,1
0.697009,0.510218,1
0.556041,0.288183,1
0.481637,0.551672,1
0.448396,0.571514,1
0.728331,0.417623,1
0.550358,0.490895,1
0.470374,0.230419,1
0.640018,0.481237,1
0.633918,0.425730,1
0.602952,0.509361,1
0.545394,0.663533,1
0.699215,0.452741,1
0.530348,0.571789,1
0.342685,0.442167,1
0.630104,0.396992,1
0.543159,0.674718,1
0.383833,0.574183,1
0.568751,0.773564,1
0.650343,0.731262,1
0.573929,0.582584,1
0.627026,0.447012,1
0.375009,0.395274,1
0.709831,0.350177,1
0.548832,0.475485,1
0.655518,0.574876,1
